#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_1659	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1660	1	1	0	2	0	1	1	1	3	4	1	4	3	2	2	2	4	1
OTU_1661	0	18	12	0	0	0	1	0	0	1	0	0	2	1	0	2	0	0
OTU_1662	3	2	4	0	0	2	2	0	1	3	2	3	3	2	2	1	3	0
OTU_1663	0	3	1	2	0	2	6	0	3	1	2	8	5	1	5	0	2	0
OTU_1664	0	3	2	3	2	3	1	4	1	8	1	0	2	2	3	1	1	2
OTU_1665	0	4	1	1	1	2	2	0	3	1	2	4	1	2	1	2	5	3
OTU_1666	0	1	0	2	2	2	2	3	2	0	3	1	0	2	0	2	1	1
OTU_1668	0	1	1	0	2	1	3	4	1	1	1	1	2	2	3	2	2	2
OTU_1669	1	0	0	2	1	3	5	2	2	1	1	7	2	1	2	0	0	2
OTU_167	46	67	51	62	68	75	40	20	57	39	37	49	39	49	40	54	36	29
OTU_1670	0	0	5	5	1	2	0	0	2	3	0	2	1	4	0	1	0	5
OTU_1671	0	0	0	0	1	2	2	3	3	4	1	1	7	2	2	1	8	0
OTU_1672	2	0	1	2	1	0	3	2	0	1	0	4	0	1	2	4	3	1
OTU_1673	5	0	2	1	1	1	4	1	3	1	2	4	3	0	2	1	2	0
OTU_1674	6	3	0	2	0	0	3	4	3	5	12	4	0	0	2	1	0	7
OTU_1675	4	2	2	7	1	2	4	3	0	1	0	1	2	1	4	0	2	2
OTU_1677	3	2	1	1	0	33	3	2	11	4	7	5	5	1	0	4	3	2
OTU_1678	2	2	1	1	0	1	6	3	0	3	1	1	1	1	2	0	0	0
OTU_1679	5	1	5	6	5	5	4	3	2	4	6	5	3	6	2	4	3	4
OTU_168	25	9	6	12	5	7	67	46	49	41	34	20	20	31	52	34	13	31
OTU_1680	2	1	1	2	0	0	2	0	5	1	1	2	1	2	1	2	0	3
OTU_1682	1	3	2	1	1	1	4	9	0	5	1	3	2	0	2	1	1	3
OTU_1683	3	3	1	0	2	1	1	0	3	1	5	1	2	2	1	6	2	2
OTU_1684	7	2	5	6	1	9	0	4	1	2	2	2	0	1	6	2	2	0
OTU_1685	4	3	2	2	1	0	4	4	0	0	0	3	1	2	2	1	0	2
OTU_1686	5	2	0	1	0	6	4	4	2	2	5	3	0	1	19	1	14	2
OTU_1687	1	0	0	0	2	0	2	0	1	1	0	1	4	4	4	0	5	0
OTU_1689	3	1	1	1	4	3	4	3	3	0	2	0	3	2	4	1	2	1
OTU_169	31	13	5	9	31	15	49	42	14	22	12	15	75	37	27	18	15	52
OTU_1691	2	2	1	1	2	2	2	2	2	2	2	2	5	0	3	1	2	2
OTU_1692	2	1	1	2	2	6	4	1	1	2	3	2	0	1	9	2	0	2
OTU_1693	5	7	6	1	0	2	5	4	3	6	1	4	1	5	2	5	0	2
OTU_1694	25	3	1	0	4	0	1	1	6	0	2	2	0	0	1	2	1	0
OTU_1695	2	0	1	1	2	5	2	3	0	2	2	4	3	5	1	0	2	0
OTU_1696	5	0	1	2	0	0	1	1	3	5	0	0	2	2	3	0	0	2
OTU_1697	4	3	2	1	1	6	4	3	2	2	3	4	2	2	2	1	2	3
OTU_1698	14	0	0	0	0	0	1	2	0	2	1	2	7	0	0	0	0	0
OTU_1699	1	3	0	3	2	4	2	2	1	1	2	3	2	0	1	2	2	3
OTU_17	474	325	362	402	422	547	185	155	254	271	275	238	343	344	308	355	294	313
OTU_1700	3	5	0	1	1	2	3	2	3	1	3	3	3	1	3	3	1	3
OTU_1701	2	3	4	1	1	3	2	5	0	4	6	8	1	2	2	2	5	4
OTU_1702	0	2	5	0	0	0	8	16	9	1	2	2	2	0	1	8	1	2
OTU_1703	1	2	4	0	0	0	3	1	2	5	1	2	6	1	11	3	0	2
OTU_1704	0	3	0	0	0	0	4	6	3	0	2	7	1	2	1	3	2	0
OTU_1705	0	1	0	2	3	1	4	1	2	3	1	4	4	2	2	2	1	2
OTU_1706	0	3	2	2	0	1	1	2	0	0	4	2	5	0	4	1	1	2
OTU_1707	0	6	0	1	1	0	1	3	1	2	0	1	1	1	4	2	2	4
OTU_1708	0	3	1	2	5	2	3	2	2	2	3	0	1	0	3	0	0	0
OTU_1709	1	2	2	2	1	1	4	2	5	3	0	4	1	1	4	5	3	3
OTU_1710	0	1	0	9	0	0	8	1	0	3	1	3	1	2	0	1	0	0
OTU_1712	0	1	0	1	0	2	0	5	2	2	3	2	2	1	4	0	2	0
OTU_1713	1	5	2	4	0	1	0	1	2	4	2	3	2	3	2	2	2	2
OTU_1714	0	2	0	0	0	0	2	3	3	4	3	1	2	1	2	1	0	2
OTU_1716	0	3	1	4	0	2	1	3	1	3	3	3	2	2	1	2	0	2
OTU_1717	3	5	0	1	0	3	2	5	2	0	1	2	3	0	1	1	0	6
OTU_1719	0	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_172	28	22	5	11	8	15	89	44	44	69	33	129	6	4	14	7	8	14
OTU_1720	2	4	2	0	4	0	3	0	1	1	2	3	0	0	2	2	1	0
OTU_1721	1	3	6	1	2	1	2	0	0	1	3	3	0	0	0	3	2	1
OTU_1722	0	0	5	0	8	2	0	2	0	0	2	0	2	2	0	5	0	0
OTU_1723	1	2	5	3	2	1	7	2	3	5	3	13	1	4	2	2	3	2
OTU_1724	0	2	1	3	1	0	6	2	1	5	1	1	0	2	3	1	0	2
OTU_1725	0	0	16	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1
OTU_1726	1	0	1	0	0	1	0	0	3	0	3	0	3	5	1	1	5	2
OTU_1728	1	0	0	0	2	2	6	2	2	6	3	4	2	0	0	1	0	0
OTU_1729	0	1	0	0	0	4	2	1	1	0	2	0	0	1	4	0	9	0
OTU_173	3	2	0	447	0	0	5	22	2	4	0	18	2	1	1	1	1	0
OTU_1730	1	2	0	0	1	1	7	1	3	4	5	2	2	4	4	2	0	1
OTU_1731	2	0	0	0	0	0	0	7	0	11	25	1	0	0	0	0	0	0
OTU_1732	0	1	0	1	2	0	0	0	3	0	0	1	18	0	0	0	0	0
OTU_1733	2	3	1	3	1	2	2	4	1	5	2	3	2	5	3	0	4	3
OTU_1734	4	1	2	0	4	1	1	2	0	1	1	0	2	2	0	2	0	3
OTU_1735	5	4	2	7	3	1	4	2	3	3	6	6	3	5	1	2	5	5
OTU_1736	1	1	0	0	1	3	2	3	2	0	2	4	0	0	2	0	4	1
OTU_1737	2	1	3	1	3	0	1	1	2	1	1	5	1	0	2	0	0	2
OTU_1738	2	1	0	6	2	2	1	1	0	1	1	2	1	2	4	2	2	1
OTU_1739	2	0	2	6	1	0	3	3	2	1	3	2	0	0	2	2	2	1
OTU_174	8	9	2	3	5	2	15	49	13	35	15	5	5	5	27	232	57	2
OTU_1740	7	3	1	2	2	4	8	1	3	1	4	5	2	1	2	0	1	3
OTU_1741	8	0	2	0	0	0	8	1	0	9	5	4	3	1	5	4	2	4
OTU_1742	1	3	4	4	2	5	6	5	1	1	3	4	1	3	2	2	5	4
OTU_1744	8	3	2	0	0	1	2	4	10	5	2	3	9	1	7	4	0	6
OTU_1745	2	5	2	4	2	3	0	1	0	1	2	0	0	0	1	2	2	1
OTU_1746	2	3	0	0	1	2	10	4	2	0	2	4	3	3	6	2	1	2
OTU_1747	4	2	9	0	2	2	2	0	2	4	2	1	0	0	1	7	0	2
OTU_1748	3	0	1	2	0	2	1	2	1	2	2	0	2	1	3	2	0	1
OTU_1749	1	0	2	1	0	1	4	1	2	4	2	4	1	1	4	1	0	1
OTU_175	78	18	39	28	79	68	4	4	14	11	9	0	16	13	14	10	19	28
OTU_1750	7	4	2	2	1	0	3	2	3	2	3	1	1	4	1	1	0	2
OTU_1752	2	2	2	1	0	2	4	1	2	2	3	2	4	0	2	2	0	4
OTU_1754	3	7	6	1	0	2	1	6	2	4	3	2	1	1	4	1	5	2
OTU_1755	2	5	1	2	1	2	2	0	1	0	3	3	0	0	1	2	0	3
OTU_1756	1	0	0	0	0	5	9	0	0	0	0	1	0	0	5	4	0	1
OTU_1757	2	6	0	0	0	1	1	4	4	1	1	3	1	0	0	3	0	0
OTU_1758	6	5	5	4	13	4	8	4	3	2	3	7	1	2	4	0	2	6
OTU_1759	1	3	1	1	0	2	1	2	3	1	1	6	2	0	2	2	2	1
OTU_1760	1	2	2	2	2	2	4	4	0	0	0	2	0	2	1	0	3	1
OTU_1761	8	2	1	0	0	0	11	4	3	13	0	1	2	2	4	3	4	11
OTU_1762	1	1	1	0	0	0	4	4	3	1	0	0	0	0	2	6	2	1
OTU_1763	9	5	13	0	1	7	4	8	4	4	1	5	2	0	2	6	1	1
OTU_1765	3	1	3	2	3	5	3	1	1	2	3	4	2	0	2	2	1	1
OTU_1766	5	4	2	2	2	3	3	3	0	3	2	1	7	1	2	2	0	3
OTU_1767	3	7	4	0	2	0	3	4	1	1	3	2	1	0	4	1	0	1
OTU_1769	2	3	1	4	1	2	0	1	2	1	1	1	2	2	3	3	1	2
OTU_177	15	4	12	55	5	11	43	15	25	26	4	49	68	55	18	14	9	7
OTU_1770	1	0	5	2	0	0	3	0	0	4	0	1	2	1	0	9	0	0
OTU_1771	4	2	0	1	0	0	2	3	4	5	1	1	2	0	0	2	1	2
OTU_1772	2	3	0	3	0	1	4	2	2	1	3	0	1	0	2	0	1	3
OTU_1773	5	2	0	0	0	4	4	4	5	4	2	2	0	0	6	2	5	3
OTU_1774	5	1	0	1	0	1	0	0	0	1	1	1	7	0	3	1	1	2
OTU_1775	3	4	0	1	0	2	4	1	3	0	3	2	2	2	2	2	0	2
OTU_1776	0	3	0	1	1	4	0	1	3	3	2	0	2	3	2	2	2	1
OTU_1777	0	4	0	1	0	0	2	0	3	1	1	4	1	0	3	2	0	4
OTU_1778	0	2	0	3	2	0	1	2	0	5	4	0	0	0	2	0	0	1
OTU_1779	0	4	2	2	0	0	4	6	2	2	3	4	2	2	4	2	3	1
OTU_178	27	51	20	20	17	15	18	48	28	27	26	22	25	34	24	25	14	26
OTU_1780	0	3	0	0	0	0	4	4	2	1	1	4	2	0	1	2	2	1
OTU_1781	6	6	1	5	2	5	4	1	7	7	3	9	5	2	6	5	5	5
OTU_1782	1	2	1	0	0	1	2	9	3	1	3	3	7	0	1	1	2	2
OTU_1783	0	3	2	2	0	3	4	2	4	0	0	4	1	1	2	2	3	2
OTU_1784	1	2	1	1	0	0	0	2	2	0	3	1	1	5	2	2	1	4
OTU_1785	0	4	5	2	2	2	3	9	1	1	1	4	0	0	0	3	7	1
OTU_1786	1	3	1	1	0	2	4	2	3	1	2	1	1	1	2	0	1	2
OTU_1787	1	2	2	1	0	2	4	2	3	0	3	6	1	0	1	0	2	5
OTU_1788	0	0	2	6	7	0	1	4	1	1	0	2	2	3	2	0	2	2
OTU_1789	0	0	2	1	1	2	5	3	0	0	1	2	0	0	3	2	2	3
OTU_179	14	2	58	32	36	9	13	69	6	23	34	20	30	17	12	22	43	32
OTU_1790	2	1	2	0	1	1	1	4	0	3	3	2	2	2	6	2	2	1
OTU_1791	1	0	1	2	2	2	0	0	2	1	3	4	2	1	3	4	3	3
OTU_1792	0	1	1	1	0	0	3	1	3	5	0	4	1	2	4	5	1	6
OTU_1793	1	0	1	2	0	1	1	2	3	1	3	6	1	2	0	2	2	1
OTU_1794	2	0	12	1	5	1	1	0	0	0	0	0	0	0	0	0	6	0
OTU_1795	0	0	1	0	3	1	3	2	1	2	1	7	3	2	2	0	0	2
OTU_1796	2	0	6	2	0	1	4	4	4	2	0	8	1	1	3	1	2	1
OTU_1797	1	5	4	1	2	2	2	4	3	0	1	3	2	0	2	2	2	6
OTU_1798	2	2	4	1	1	1	1	2	3	4	2	4	0	1	1	5	2	2
OTU_18	209	271	146	210	134	180	204	160	178	321	241	175	348	378	180	231	392	234
OTU_180	22	33	24	27	15	28	31	46	37	27	23	42	29	25	48	22	17	43
OTU_1800	0	0	3	6	0	0	0	0	19	0	0	0	1	0	0	1	0	0
OTU_1801	0	1	0	2	0	1	3	42	1	0	1	1	0	0	0	0	1	1
OTU_1802	0	0	0	0	0	0	30	0	2	0	1	0	0	0	0	1	1	0
OTU_1803	0	0	0	0	0	0	2	4	2	0	1	0	1	0	7	2	4	0
OTU_1804	1	2	2	0	2	1	1	0	1	2	0	2	0	0	0	1	1	24
OTU_1805	2	1	2	2	1	2	4	2	1	2	1	1	4	0	2	0	1	2
OTU_1806	3	3	1	2	0	1	2	0	2	1	0	3	0	0	2	1	2	1
OTU_1807	3	0	1	2	0	2	2	3	3	4	3	3	1	0	3	3	3	2
OTU_1808	5	1	1	0	0	2	0	4	0	1	3	1	4	2	2	1	3	5
OTU_181	40	23	18	13	8	28	37	23	20	27	34	43	34	30	35	38	21	33
OTU_1810	5	3	0	4	5	6	4	4	8	8	4	4	4	4	2	2	5	7
OTU_1811	4	3	0	1	0	1	5	3	2	1	1	4	2	1	1	1	1	1
OTU_1812	1	2	1	2	2	2	2	1	1	4	0	0	5	2	0	1	0	0
OTU_1813	3	3	0	0	2	0	1	2	0	1	1	0	2	0	2	1	2	2
OTU_1814	2	0	0	0	0	0	2	0	3	5	1	1	1	2	1	0	3	0
OTU_1816	5	1	6	1	2	2	4	0	0	3	0	3	1	0	0	1	1	1
OTU_1817	14	8	2	2	13	10	9	2	12	4	6	3	1	0	3	18	5	3
OTU_1818	1	1	0	1	0	1	4	0	1	3	4	1	2	2	3	5	1	2
OTU_182	42	13	32	25	43	75	22	8	17	21	28	34	9	30	9	38	32	14
OTU_1821	2	4	2	1	0	0	4	2	0	0	2	1	2	0	1	4	1	1
OTU_1822	6	5	2	3	2	4	13	4	12	5	20	8	3	4	4	6	7	11
OTU_1823	2	0	0	1	1	0	2	2	3	4	2	2	1	0	3	0	0	4
OTU_1825	1	3	1	0	0	0	4	2	3	4	3	1	3	2	0	3	4	2
OTU_1826	1	0	0	1	3	0	2	0	1	3	1	1	2	0	2	2	2	2
OTU_1827	8	1	2	0	0	0	2	0	0	0	0	1	3	5	1	1	2	3
OTU_1828	1	3	2	0	1	2	2	4	2	4	0	2	2	2	4	2	0	7
OTU_1829	3	0	0	0	4	2	2	3	1	0	0	1	1	1	2	1	4	1
OTU_183	52	13	53	1	15	31	26	104	3	81	25	22	2	27	8	0	9	12
OTU_1830	3	3	2	0	1	2	1	1	5	0	3	4	2	2	2	2	0	1
OTU_1831	2	0	8	2	0	0	2	1	3	0	0	7	2	0	1	1	0	2
OTU_1832	3	0	2	0	3	7	0	1	1	1	1	2	1	1	0	0	0	0
OTU_1834	0	3	12	0	0	0	1	0	3	8	3	3	0	0	0	2	0	6
OTU_1835	0	1	0	5	1	0	1	1	3	0	2	1	0	2	2	2	1	2
OTU_1836	5	3	2	2	0	2	3	2	6	3	3	4	1	2	5	1	4	3
OTU_1837	0	3	3	0	0	2	3	3	1	2	2	4	1	3	2	1	2	0
OTU_1838	0	2	1	1	0	0	3	5	2	1	3	3	3	2	1	2	3	2
OTU_1839	0	2	2	0	2	0	4	3	3	3	1	2	5	1	0	0	2	2
OTU_184	23	18	42	48	42	33	15	5	38	15	20	12	15	21	21	20	23	20
OTU_1840	0	1	1	1	0	1	3	6	3	2	2	2	2	0	1	1	1	0
OTU_1841	0	1	3	0	2	1	1	4	3	3	5	1	0	0	3	1	0	4
OTU_1842	1	3	1	3	0	3	5	2	2	3	4	8	2	6	6	3	5	9
OTU_1843	1	0	1	2	0	2	3	0	1	0	1	0	1	4	2	2	2	2
OTU_1844	2	3	0	7	0	2	3	4	4	8	0	1	4	0	2	2	0	1
OTU_1845	0	0	0	2	0	0	3	5	1	3	4	3	0	0	3	0	2	0
OTU_1846	0	1	2	0	2	2	4	4	5	4	2	3	1	1	0	6	1	0
OTU_1847	0	0	0	0	1	0	3	2	1	3	1	4	3	3	4	0	1	1
OTU_1848	1	1	0	0	0	2	4	0	4	2	2	4	2	1	1	2	2	0
OTU_1849	1	0	0	4	0	21	0	0	0	1	0	4	0	0	0	2	0	0
OTU_185	43	24	35	54	27	45	13	11	31	19	6	10	43	21	10	8	29	19
OTU_1850	0	1	1	1	0	0	8	4	4	2	12	17	9	3	9	5	4	5
OTU_1851	2	0	1	0	0	1	4	4	5	4	3	2	2	1	2	1	2	2
OTU_1852	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	19	1
OTU_1853	0	0	0	0	0	0	1	0	0	5	8	1	1	0	1	9	0	1
OTU_1854	0	0	0	0	0	0	1	0	0	5	0	30	0	1	0	0	0	1
OTU_1855	2	2	0	0	0	1	2	1	1	2	1	3	1	3	1	2	2	1
OTU_1856	2	2	0	1	2	0	4	2	1	0	3	13	2	0	3	0	1	2
OTU_1857	1	3	2	1	2	1	4	1	1	5	3	0	2	0	3	2	0	2
OTU_1858	5	0	1	2	0	1	12	1	0	4	0	2	0	0	1	0	0	2
OTU_1859	2	2	0	1	1	1	2	2	1	0	3	4	3	2	3	1	3	5
OTU_186	23	38	22	13	8	15	27	41	17	36	11	34	47	25	25	22	50	34
OTU_1860	3	2	1	2	1	0	4	5	3	3	6	3	3	0	3	2	4	4
OTU_1861	2	8	2	0	0	4	0	0	5	4	3	7	1	0	2	1	0	0
OTU_1862	6	7	6	5	7	7	4	3	3	1	5	3	6	3	4	6	4	3
OTU_1863	2	4	2	2	2	0	0	1	3	0	2	2	1	0	1	2	2	2
OTU_1864	4	1	1	1	2	0	1	3	0	3	0	4	2	1	0	0	0	3
OTU_1865	3	2	0	0	1	3	3	6	1	0	3	2	2	0	1	1	2	5
OTU_1866	2	1	0	1	0	0	0	1	0	4	1	1	2	2	0	7	1	7
OTU_1868	4	3	2	1	0	2	3	2	3	1	4	3	4	2	0	2	0	2
OTU_1869	5	2	1	2	1	3	3	1	2	3	2	0	0	1	3	0	1	2
OTU_187	44	20	32	51	35	62	7	7	12	13	16	26	14	19	14	20	26	19
OTU_1870	3	3	1	3	2	0	9	4	2	3	3	4	0	2	2	2	1	3
OTU_1871	2	1	5	3	1	2	6	2	5	3	2	3	2	3	2	4	0	3
OTU_1872	4	3	0	7	2	2	7	3	2	4	3	0	2	5	2	1	2	2
OTU_1873	1	0	0	2	0	1	3	1	1	5	0	3	0	1	8	6	0	2
OTU_1874	3	3	4	4	4	0	3	1	2	4	2	8	3	4	0	0	3	4
OTU_1875	3	2	3	1	2	4	2	2	3	0	5	4	4	2	6	2	2	3
OTU_1876	4	2	5	0	2	1	4	8	3	2	3	11	4	2	3	6	2	2
OTU_1877	3	0	0	1	0	2	4	3	2	1	1	0	0	0	0	0	3	3
OTU_1878	1	1	2	1	2	0	1	2	2	2	1	0	2	2	3	0	1	1
OTU_1879	1	3	1	0	2	0	1	0	1	0	3	2	3	2	2	2	1	2
OTU_188	21	37	14	7	33	47	22	26	9	36	12	13	28	23	26	23	23	19
OTU_1880	5	2	2	2	2	2	2	0	5	4	3	2	1	0	3	1	1	1
OTU_1881	4	2	0	0	1	4	2	1	0	2	2	2	2	1	0	3	1	1
OTU_1882	5	4	5	3	2	2	7	7	12	3	7	5	12	7	10	15	10	6
OTU_1883	1	2	0	0	0	2	5	1	4	1	1	2	2	0	0	1	4	0
OTU_1884	4	4	0	3	2	2	3	4	4	3	3	7	2	3	0	2	2	4
OTU_1885	2	1	2	1	0	1	1	0	0	1	2	1	2	4	1	2	3	2
OTU_1886	2	2	2	0	1	1	5	0	2	2	2	3	2	1	1	2	0	2
OTU_1887	4	0	2	1	0	2	4	4	3	0	3	5	2	0	0	1	3	1
OTU_1888	13	1	2	3	2	2	3	10	6	2	4	7	3	1	2	4	2	2
OTU_1889	4	1	20	3	1	0	4	3	1	1	3	3	1	1	2	2	2	1
OTU_189	36	23	35	28	40	35	19	16	17	12	32	23	17	27	25	12	24	25
OTU_1890	4	0	3	1	3	4	2	2	3	1	3	1	1	2	1	1	1	3
OTU_1891	3	5	2	2	2	1	4	2	3	1	4	3	0	1	3	1	1	2
OTU_1893	5	2	0	0	1	1	2	3	3	4	4	5	3	2	2	1	1	3
OTU_1894	0	1	1	2	0	0	6	2	1	0	3	2	2	1	0	0	1	4
OTU_1895	0	1	0	2	1	0	3	0	1	3	3	2	0	1	2	1	1	5
OTU_1896	1	3	2	1	0	0	2	0	25	0	3	2	2	0	1	1	1	1
OTU_1897	3	4	1	0	1	1	4	1	6	2	2	8	2	1	4	1	1	0
OTU_1898	2	2	2	1	1	1	5	2	3	1	1	2	3	0	1	2	0	0
OTU_1899	4	4	2	5	2	1	3	13	3	5	6	8	4	2	5	5	0	5
OTU_19	189	601	95	138	105	211	168	200	88	147	341	198	265	88	474	95	137	120
OTU_190	24	8	54	17	65	32	13	37	8	6	25	10	64	11	14	23	35	35
OTU_1900	0	2	3	1	2	2	0	1	3	2	1	2	3	2	1	2	1	3
OTU_1901	0	2	6	0	1	1	1	1	0	3	2	1	2	2	1	2	0	2
OTU_1902	0	0	5	2	1	2	0	0	4	7	0	2	0	0	0	2	0	2
OTU_1904	2	0	0	3	0	2	1	3	3	1	3	2	1	0	2	1	5	1
OTU_1905	1	2	1	1	2	3	3	6	6	5	3	6	7	2	6	2	1	2
OTU_1906	2	3	0	2	0	1	2	0	1	1	0	3	0	19	0	0	0	0
OTU_1907	2	1	0	0	0	0	4	4	3	2	2	2	3	1	2	1	0	2
OTU_1909	0	0	0	0	0	0	3	4	2	1	0	1	1	2	2	2	2	2
OTU_191	14	8	4	10	2	5	29	19	26	36	43	7	17	56	24	36	12	23
OTU_1911	2	1	3	2	2	7	5	11	13	6	3	4	12	3	2	9	5	4
OTU_1912	15	10	2	2	0	4	10	4	9	5	6	5	1	1	5	6	2	13
OTU_1913	1	2	0	6	5	2	1	3	2	2	3	3	2	0	2	2	2	1
OTU_1914	2	1	0	0	0	1	2	3	3	3	1	2	1	1	2	0	2	2
OTU_1916	6	2	2	2	0	0	5	3	6	2	5	3	4	5	3	5	1	1
OTU_1918	2	3	5	0	0	3	1	1	3	0	0	2	1	0	0	0	1	1
OTU_1919	2	2	2	2	1	2	1	0	0	1	2	2	1	2	2	1	1	2
OTU_192	57	32	59	61	85	62	29	36	51	44	32	30	30	66	37	54	52	40
OTU_1920	1	1	0	1	4	8	3	0	0	0	1	0	0	0	2	0	2	2
OTU_1921	3	7	0	2	0	2	2	0	1	1	0	1	0	1	2	0	1	1
OTU_1922	1	0	2	6	2	4	16	2	3	2	3	4	1	2	0	3	2	3
OTU_1924	4	0	1	0	0	0	0	1	2	1	2	2	1	0	6	0	2	2
OTU_1925	5	2	2	4	1	1	0	0	1	5	1	2	1	1	0	1	0	1
OTU_1926	2	1	0	2	2	1	3	2	1	4	2	2	2	2	2	2	0	2
OTU_1927	2	0	0	2	2	2	3	0	1	2	1	0	2	1	2	2	2	1
OTU_1928	2	6	1	1	0	1	1	3	1	1	1	1	1	1	0	1	2	2
OTU_1929	3	10	2	2	1	2	7	4	3	3	3	5	1	1	4	3	2	1
OTU_193	27	55	6	44	8	16	37	40	29	33	36	22	16	42	42	58	17	55
OTU_1930	3	2	0	0	0	1	4	5	1	2	3	2	0	2	2	1	0	1
OTU_1931	2	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0
OTU_1932	1	0	0	0	0	1	4	3	1	1	3	3	1	1	6	0	0	1
OTU_1933	2	3	0	1	1	0	8	1	7	1	1	4	2	2	2	0	0	2
OTU_1934	2	1	2	0	1	1	3	3	3	3	2	3	0	0	2	1	1	3
OTU_1935	5	2	2	1	4	7	2	4	2	1	3	2	4	2	1	1	2	2
OTU_1936	5	3	1	2	1	2	4	2	0	5	4	4	3	0	5	2	2	3
OTU_1937	5	3	5	5	3	3	7	3	3	5	3	5	3	2	5	6	5	2
OTU_1938	5	8	5	4	0	3	7	10	6	5	3	2	3	5	2	3	2	3
OTU_1939	1	1	0	14	0	0	0	0	0	0	0	0	1	1	1	0	0	0
OTU_194	18	33	8	16	33	13	17	21	14	34	16	19	28	14	29	19	15	30
OTU_1940	6	1	0	1	0	1	4	2	0	2	0	3	1	1	0	0	0	2
OTU_1941	4	0	0	1	1	0	5	1	1	1	0	2	0	1	1	1	0	4
OTU_1942	4	2	0	2	1	2	0	0	0	1	1	3	0	1	3	0	0	2
OTU_1943	5	0	0	0	0	1	2	1	2	0	9	2	0	0	0	0	0	0
OTU_1944	4	2	2	2	0	0	1	1	2	4	2	6	0	2	2	2	2	2
OTU_1945	3	2	0	0	0	1	2	2	2	0	0	5	2	1	1	1	1	4
OTU_1946	3	0	0	1	0	0	5	2	1	0	5	2	3	0	2	0	4	4
OTU_1947	1	2	0	4	4	1	2	6	3	1	2	3	4	2	2	1	3	3
OTU_1948	3	1	1	0	0	4	4	4	3	2	5	1	2	0	0	2	0	6
OTU_1949	3	2	0	6	0	0	2	0	2	0	3	4	1	0	2	2	2	2
OTU_195	29	34	32	44	33	44	36	18	22	27	18	41	10	17	22	27	24	15
OTU_1950	2	13	0	0	0	0	7	2	3	0	0	3	0	0	0	0	0	1
OTU_1951	2	6	1	1	2	0	2	1	1	0	1	1	0	4	2	0	0	1
OTU_1952	5	11	2	0	2	2	6	5	3	1	7	13	2	3	3	3	4	2
OTU_1953	0	3	0	0	0	0	0	1	3	1	9	2	0	0	0	6	0	1
OTU_1954	0	3	1	8	2	1	3	3	0	3	2	0	1	1	1	1	2	3
OTU_1955	1	4	2	2	1	2	0	2	5	2	0	4	8	2	1	1	0	2
OTU_1956	1	3	1	5	2	2	7	3	1	3	2	2	1	0	5	2	1	2
OTU_1957	1	2	1	1	1	0	1	2	1	1	2	3	3	1	4	2	2	0
OTU_1958	0	2	0	1	2	0	5	2	1	1	2	0	2	0	0	0	0	2
OTU_196	14	21	43	42	17	19	25	21	28	14	18	23	23	25	35	19	18	17
OTU_1960	0	5	0	0	0	0	0	2	0	0	0	0	0	0	7	1	5	0
OTU_1961	0	1	1	0	2	0	3	3	3	2	2	4	2	0	1	2	0	1
OTU_1962	0	3	3	2	2	1	2	1	3	0	2	1	3	0	0	2	0	1
OTU_1963	3	1	0	0	0	2	3	4	3	2	0	3	2	2	0	4	1	0
OTU_1965	0	3	0	0	0	0	4	10	2	0	2	4	1	0	2	1	0	0
OTU_1966	2	5	0	0	2	1	3	4	1	4	1	0	1	0	4	0	0	6
OTU_1967	1	2	2	0	2	2	0	4	3	2	3	2	2	2	4	0	0	2
OTU_1968	1	1	4	0	1	1	3	1	0	3	1	1	0	3	2	2	1	1
OTU_1969	0	0	2	0	1	0	2	2	3	4	1	4	1	1	14	1	0	2
OTU_197	23	28	28	18	11	50	33	33	24	25	25	31	18	14	37	17	22	19
OTU_1970	1	0	1	0	2	0	3	2	2	1	2	2	1	2	3	1	1	1
OTU_1971	1	3	3	1	2	3	1	3	0	1	3	1	1	2	4	2	2	3
OTU_1972	0	1	1	1	4	3	2	3	0	0	1	1	3	2	4	9	4	1
OTU_1973	0	3	2	1	0	0	4	4	3	1	3	7	3	2	5	2	1	0
OTU_1974	0	1	3	0	0	0	3	2	2	0	2	2	4	0	9	0	0	0
OTU_1976	0	1	1	0	2	0	2	3	1	0	2	4	1	1	1	0	1	2
OTU_1978	26	24	32	19	15	32	41	27	28	29	28	37	18	28	34	26	12	39
OTU_1979	4	1	5	1	4	15	4	4	0	0	1	3	0	0	3	2	0	2
OTU_198	20	53	13	55	5	46	20	18	18	19	23	14	16	21	27	17	10	14
OTU_1980	0	0	0	2	1	1	0	2	2	1	2	1	0	2	2	1	4	2
OTU_1981	0	0	0	2	2	2	1	1	2	1	2	1	1	4	3	0	3	2
OTU_1982	22	3	5	10	9	11	4	2	9	8	3	7	2	6	2	2	3	3
OTU_1983	0	0	0	2	1	2	1	4	0	1	3	0	0	1	1	0	4	1
