#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_743	1	5	3	6	3	7	3	11	6	7	5	11	5	5	6	8	3	2
OTU_744	0	2	0	61	1	0	3	10	1	9	2	1	0	0	0	0	0	0
OTU_745	8	7	4	3	2	1	7	9	3	2	5	10	4	2	2	4	2	10
OTU_746	5	2	1	3	0	9	3	6	4	0	3	4	0	8	33	0	0	0
OTU_747	5	4	2	6	4	9	6	4	5	5	9	7	4	5	5	3	5	2
OTU_748	3	0	1	0	1	3	6	1	15	9	3	1	2	17	12	1	0	4
OTU_749	4	11	12	0	17	4	5	6	6	4	3	4	2	2	6	7	3	10
OTU_75	59	58	25	33	86	50	67	49	48	53	77	69	50	33	66	134	84	62
OTU_750	5	2	2	1	5	11	4	4	4	5	4	4	5	5	9	2	4	2
OTU_751	5	3	3	0	0	1	4	8	5	4	15	4	1	7	1	14	2	13
OTU_752	5	8	5	2	5	5	3	10	3	4	1	6	1	4	16	2	4	5
OTU_753	10	3	8	1	2	13	7	9	8	6	3	15	8	0	4	2	14	26
OTU_754	6	6	4	6	3	1	7	3	6	12	4	8	2	5	7	2	0	4
OTU_755	4	4	2	4	2	3	2	5	5	2	6	3	6	5	2	10	2	4
OTU_756	14	8	3	1	0	18	0	1	15	1	7	5	2	12	2	0	0	8
OTU_757	1	1	1	26	2	11	4	4	1	3	3	4	0	0	1	6	2	3
OTU_758	5	10	8	6	10	7	1	4	9	3	3	3	6	3	4	2	2	5
OTU_759	5	1	8	3	8	4	9	3	8	0	11	10	2	2	2	5	4	6
OTU_76	47	38	82	51	57	51	40	25	54	35	52	84	27	141	34	221	26	39
OTU_760	5	5	2	5	3	6	7	9	6	9	6	10	2	1	3	4	6	4
OTU_761	5	2	0	0	0	0	10	4	2	7	9	2	2	10	2	10	5	4
OTU_762	5	6	5	6	6	0	5	1	3	0	3	2	2	1	1	7	5	5
OTU_764	3	0	2	0	0	2	4	5	15	0	29	3	2	2	2	3	4	2
OTU_765	5	3	5	7	5	16	3	4	2	2	3	4	2	2	0	6	3	6
OTU_766	6	5	12	0	2	6	8	2	2	6	5	4	3	4	6	2	1	8
OTU_767	4	6	35	5	5	1	8	4	3	2	5	8	3	2	3	4	4	4
OTU_768	13	3	19	0	1	2	0	36	3	2	0	5	0	1	12	2	0	2
OTU_769	2	5	2	6	4	2	6	3	3	5	8	6	5	5	4	1	4	4
OTU_77	91	56	51	53	25	54	109	66	71	77	80	94	61	77	115	88	62	96
OTU_770	12	7	6	0	0	19	10	2	3	6	4	3	1	0	3	7	0	5
OTU_771	8	12	0	1	1	2	3	2	1	0	0	0	30	5	0	5	0	0
OTU_772	9	9	2	5	2	3	5	8	6	5	3	4	4	2	2	2	4	5
OTU_773	5	5	2	4	1	4	11	5	5	2	6	8	3	5	7	2	2	3
OTU_774	6	6	5	8	5	6	5	6	3	5	5	6	5	4	14	6	5	11
OTU_775	14	13	2	0	5	38	22	14	5	7	4	14	2	9	3	7	9	6
OTU_776	5	6	2	9	0	1	4	15	16	2	3	10	3	2	3	6	5	6
OTU_777	3	0	2	0	2	3	21	4	3	5	6	9	6	2	8	3	1	3
OTU_778	5	9	3	4	3	6	8	5	6	5	4	4	4	2	6	4	3	8
OTU_779	7	3	22	2	0	5	7	4	3	1	2	1	1	2	7	2	2	4
OTU_78	85	62	44	66	40	55	30	62	10	32	110	58	5	0	83	75	112	111
OTU_780	4	1	0	2	0	8	2	0	9	0	3	3	3	0	11	4	22	4
OTU_781	5	2	2	0	2	0	1	5	2	7	3	13	40	0	1	0	1	0
OTU_782	7	4	7	8	0	15	2	3	3	4	8	4	3	2	2	4	3	2
OTU_783	5	10	4	8	7	3	1	3	8	4	2	6	9	5	3	3	2	2
OTU_784	4	7	13	5	6	2	0	3	3	5	2	1	4	5	8	0	2	3
OTU_785	3	2	1	5	3	0	8	4	3	10	3	2	8	11	2	1	5	2
OTU_786	1	5	3	1	2	4	2	4	2	5	3	3	9	4	5	2	2	6
OTU_787	9	8	5	2	1	1	4	4	3	5	7	3	5	3	8	3	3	7
OTU_788	2	7	2	5	10	9	3	2	4	5	5	3	5	8	3	2	5	4
OTU_789	5	4	1	4	1	3	13	3	7	14	2	4	3	2	6	4	4	6
OTU_79	93	98	79	75	104	131	41	33	44	57	54	59	43	45	50	75	56	52
OTU_791	5	7	5	2	2	5	11	5	6	4	3	6	3	2	3	4	2	11
OTU_792	3	2	2	8	1	2	8	7	3	6	9	8	4	2	7	7	2	7
OTU_793	5	2	21	7	4	11	2	3	2	0	5	4	2	2	0	3	3	6
OTU_794	3	5	4	1	2	4	4	4	3	7	3	7	5	2	4	4	1	10
OTU_796	3	3	21	9	6	2	4	4	3	2	2	2	3	2	2	4	2	2
OTU_797	4	3	3	2	3	3	2	6	6	4	7	2	8	6	9	6	2	7
OTU_798	5	7	2	2	2	5	12	6	6	11	6	13	4	2	3	4	2	2
OTU_8	462	421	468	335	146	266	301	472	1346	710	437	464	493	580	445	844	354	414
OTU_80	85	25	31	47	96	31	38	87	38	88	183	49	41	17	86	46	62	43
OTU_800	6	4	3	1	4	1	7	5	3	3	5	5	6	2	4	4	2	10
OTU_801	1	4	2	0	1	0	21	4	9	3	3	20	5	8	7	5	1	3
OTU_802	0	0	0	0	0	0	5	0	2	6	2	0	0	0	0	63	2	3
OTU_803	6	10	2	6	0	6	11	9	10	8	9	12	5	4	3	10	6	10
OTU_804	3	2	3	2	7	9	5	11	3	4	7	6	5	1	2	4	2	4
OTU_805	4	3	0	2	2	5	10	6	7	5	10	7	4	2	6	3	5	2
OTU_806	5	7	6	6	4	4	5	9	3	3	2	1	4	2	4	10	5	5
OTU_807	4	2	0	2	2	2	4	0	4	7	20	5	3	2	6	7	11	4
OTU_808	2	3	2	27	0	2	2	5	7	5	1	3	1	0	3	3	2	13
OTU_809	4	7	22	0	2	5	10	5	4	5	4	10	2	0	6	5	2	2
OTU_81	64	22	75	80	62	58	25	32	113	73	46	59	57	93	74	78	62	77
OTU_810	1	5	0	5	0	10	5	0	5	6	6	2	3	2	10	7	1	8
OTU_811	4	9	10	2	1	3	4	3	7	4	0	4	9	2	4	2	1	4
OTU_812	3	6	5	2	2	4	3	10	5	5	3	9	5	3	8	4	2	2
OTU_813	2	1	5	3	5	2	4	4	3	8	3	3	5	7	6	2	1	2
OTU_814	5	3	6	5	2	3	6	4	3	6	6	3	3	2	3	3	5	7
OTU_815	8	8	1	0	1	6	19	16	4	5	3	4	5	1	3	1	14	0
OTU_816	3	6	2	0	7	2	5	1	2	4	3	3	4	5	8	2	9	6
OTU_817	0	13	3	0	7	2	3	4	5	2	2	4	5	11	2	1	9	5
OTU_818	3	4	3	0	1	2	4	4	3	5	5	9	1	7	8	8	2	4
OTU_819	0	0	43	0	2	1	1	2	0	1	2	3	1	2	0	2	2	2
OTU_820	3	3	32	5	8	0	6	4	2	5	4	2	1	1	6	2	6	6
OTU_821	8	4	4	6	1	6	5	6	1	5	4	12	3	1	4	2	2	2
OTU_823	4	0	0	2	0	0	8	11	3	10	6	3	3	8	6	6	2	4
OTU_824	5	5	2	7	3	2	4	5	2	2	4	1	5	4	2	4	2	3
OTU_825	1	7	6	2	7	2	1	5	3	11	1	4	8	0	3	2	2	2
OTU_826	5	7	5	2	2	6	4	2	3	4	3	2	3	4	2	2	5	5
OTU_828	5	4	3	4	3	4	5	3	4	2	4	4	0	3	4	3	5	4
OTU_829	2	5	2	0	0	6	5	11	3	5	4	38	10	0	5	2	2	5
OTU_83	100	28	35	71	89	132	16	17	72	32	23	49	58	119	27	48	55	35
OTU_830	0	1	0	12	0	2	6	19	9	33	0	0	0	1	0	0	0	1
OTU_831	4	8	5	1	1	6	4	8	3	2	4	2	3	8	4	4	5	5
OTU_832	7	10	3	2	2	5	1	7	3	4	6	3	3	3	6	4	8	4
OTU_833	5	12	3	6	5	4	5	5	1	4	4	5	7	2	6	3	5	5
OTU_834	4	3	2	2	0	5	4	7	5	5	6	8	3	1	4	4	2	9
OTU_835	5	4	12	3	8	0	13	3	4	5	4	0	5	1	2	2	2	2
OTU_836	12	6	3	2	1	0	11	5	3	5	2	4	6	2	4	2	2	2
OTU_837	7	3	4	4	0	0	4	2	5	7	3	6	3	5	6	3	1	5
OTU_838	5	7	1	5	2	6	4	4	6	4	5	12	3	2	2	5	7	3
OTU_839	0	0	1	0	0	32	6	3	3	2	6	6	6	2	0	7	0	1
OTU_84	38	89	32	2	7	279	81	16	25	130	23	22	165	0	30	50	19	39
OTU_840	8	8	1	0	0	4	6	11	15	3	0	13	2	2	4	0	7	1
OTU_841	3	0	5	0	3	2	4	9	3	5	8	2	2	5	3	6	3	24
OTU_842	2	38	0	1	6	2	2	4	3	4	0	1	1	0	0	0	0	2
OTU_843	2	1	12	6	2	2	2	1	3	1	6	4	1	2	2	6	3	6
OTU_844	6	1	2	1	2	0	13	6	2	5	6	8	5	1	2	7	1	6
OTU_845	1	3	8	2	2	4	3	3	2	3	5	4	4	1	2	10	3	5
OTU_846	2	8	0	0	1	6	5	4	0	2	0	0	0	6	1	2	25	1
OTU_847	4	13	14	6	4	6	5	16	3	2	16	3	8	5	4	11	14	5
OTU_848	0	1	2	1	3	1	6	4	3	7	9	13	5	5	12	7	3	2
OTU_849	0	1	0	0	0	0	52	3	0	23	0	1	0	0	0	0	0	0
OTU_85	104	123	80	138	129	268	67	42	123	54	87	75	71	54	61	51	205	68
OTU_850	8	6	2	10	1	4	2	7	3	1	1	2	0	0	2	17	0	1
OTU_851	2	1	2	5	2	1	2	2	9	5	5	1	1	5	6	9	5	2
OTU_852	3	5	7	2	1	4	0	3	2	3	4	6	2	2	5	5	1	4
OTU_854	5	3	4	9	2	10	4	6	3	1	8	6	8	3	6	3	6	2
OTU_855	1	6	0	3	13	6	0	11	5	3	6	1	1	1	4	3	4	0
OTU_856	15	6	14	0	2	2	6	11	1	2	8	2	2	2	6	6	3	11
OTU_857	1	4	2	6	1	5	4	2	5	4	1	4	2	2	5	3	5	2
OTU_858	11	2	6	2	0	2	10	6	3	0	1	5	5	6	2	2	5	1
OTU_859	10	6	2	9	1	6	8	9	2	15	2	4	9	7	3	4	12	6
OTU_86	57	75	11	33	21	33	51	112	30	26	43	54	75	103	89	50	132	54
OTU_860	4	2	0	1	4	2	0	8	6	8	4	4	16	8	3	2	4	4
OTU_861	0	3	6	9	17	3	2	6	0	0	5	4	2	2	6	2	9	9
OTU_862	1	7	2	2	1	1	13	9	5	2	16	19	9	10	15	13	2	3
OTU_863	1	2	1	2	18	1	6	4	3	4	23	1	1	3	5	2	2	1
OTU_864	7	3	2	4	2	2	6	4	3	2	2	2	5	3	2	4	10	5
OTU_865	8	4	2	4	1	9	11	6	3	3	6	4	2	2	3	2	7	10
OTU_866	3	2	0	4	1	2	10	6	3	5	3	8	2	6	4	3	0	2
OTU_867	1	5	2	2	0	2	5	3	2	5	1	11	3	5	6	2	2	5
OTU_868	5	3	2	2	3	5	6	5	4	3	12	3	4	5	2	3	6	3
OTU_869	2	4	13	11	10	2	1	8	1	6	4	3	0	0	7	5	3	2
OTU_87	30	58	89	73	90	65	31	56	45	27	124	44	49	37	53	45	50	43
OTU_870	4	4	3	8	0	7	1	5	1	5	2	4	7	2	4	2	4	3
OTU_871	3	18	5	7	2	6	9	1	4	5	6	6	2	5	9	8	2	6
OTU_872	0	0	2	3	2	0	4	3	2	2	7	9	9	5	2	3	3	6
OTU_873	5	4	6	2	2	3	4	9	8	6	3	7	5	1	7	1	2	1
OTU_875	2	3	8	13	0	2	5	4	2	2	5	7	5	1	8	0	0	1
OTU_876	6	6	1	1	7	0	2	8	2	3	5	4	9	1	4	0	2	4
OTU_877	3	3	2	3	9	4	0	0	3	0	1	0	5	10	2	2	12	2
OTU_878	4	1	2	2	1	2	7	3	8	6	10	2	6	4	5	3	2	5
OTU_879	5	0	0	0	0	38	4	5	1	4	2	2	3	1	2	0	1	0
OTU_88	85	125	5	16	2	375	44	36	29	68	25	60	41	9	10	34	0	12
OTU_880	9	1	2	6	0	11	4	3	1	2	15	7	1	2	0	1	2	2
OTU_881	5	0	0	0	0	0	29	0	2	27	1	6	0	0	0	0	0	0
OTU_882	5	2	2	2	2	2	3	3	3	12	6	3	2	2	6	2	5	3
OTU_884	3	8	2	8	2	2	4	5	2	7	5	4	3	2	3	1	4	5
OTU_885	0	0	1	0	0	0	4	4	1	0	11	0	6	9	6	0	15	2
OTU_886	0	0	8	0	1	0	5	5	5	3	8	11	5	7	2	6	4	2
OTU_887	0	0	0	7	4	15	5	4	5	5	3	4	7	1	1	2	1	1
OTU_888	4	4	2	1	8	6	2	4	3	2	3	1	4	5	3	2	5	4
OTU_889	9	7	0	6	2	3	4	6	11	4	2	5	5	1	0	6	5	1
OTU_89	50	57	29	29	25	42	78	54	47	71	66	58	33	70	56	81	56	72
OTU_890	5	8	3	2	1	6	10	4	4	4	7	2	1	2	4	1	2	4
OTU_891	2	7	5	3	5	5	5	3	9	5	5	3	5	5	5	8	2	2
OTU_892	7	6	3	4	2	2	5	7	5	6	2	9	4	1	8	3	0	10
OTU_893	5	1	0	7	0	2	3	4	3	1	1	3	4	8	3	10	6	2
OTU_894	4	4	13	3	0	2	2	4	2	4	6	3	2	2	3	6	0	11
OTU_895	10	9	2	12	1	6	10	11	10	11	3	11	6	10	15	3	3	3
OTU_896	0	7	14	2	5	0	2	0	3	2	2	3	2	5	2	1	4	6
OTU_897	6	5	12	7	4	8	7	5	3	3	3	4	5	5	6	3	2	5
OTU_898	3	5	2	6	2	6	4	4	3	5	5	3	5	3	3	8	1	2
OTU_899	5	1	2	2	0	2	2	1	5	6	3	5	5	7	2	4	2	5
OTU_9	313	670	273	351	208	448	263	390	543	357	477	358	457	247	354	345	584	412
OTU_90	22	5	32	32	151	18	28	271	11	53	101	38	5	15	87	2	127	77
OTU_901	3	2	5	0	27	6	0	11	2	5	9	0	5	0	10	1	0	13
OTU_902	7	3	0	2	6	16	6	5	3	6	4	6	2	2	2	2	1	2
OTU_903	2	2	3	4	11	1	1	0	2	2	1	2	5	11	2	1	2	4
OTU_904	1	3	9	9	2	2	2	0	1	2	1	1	3	6	1	1	5	1
OTU_906	10	4	0	0	3	3	6	6	9	5	1	5	1	2	2	2	0	9
OTU_907	15	12	0	1	0	0	4	4	4	26	1	1	0	0	2	5	1	1
OTU_908	6	5	0	2	0	0	0	11	2	5	6	3	5	1	6	2	9	2
OTU_909	4	15	7	8	5	6	5	5	6	3	5	2	1	4	8	6	3	7
OTU_91	172	62	53	93	1	39	75	83	122	122	70	25	9	11	1	54	17	2
OTU_910	3	3	4	2	6	3	4	4	3	5	3	5	1	5	2	2	5	2
OTU_911	4	1	3	8	3	2	3	3	7	5	3	4	2	5	2	1	5	4
OTU_912	5	3	8	2	0	6	2	4	3	4	7	2	2	0	2	4	5	3
OTU_913	8	4	52	6	1	0	3	2	2	0	3	5	2	2	6	2	0	2
OTU_914	1	6	3	0	2	2	7	2	4	7	6	5	6	2	5	5	0	9
OTU_915	3	5	2	5	8	4	4	4	1	2	3	4	6	2	2	4	1	4
OTU_916	0	3	2	2	1	1	49	2	3	2	6	13	1	1	2	0	2	0
OTU_918	2	3	2	2	1	10	5	1	3	1	6	8	0	2	10	4	2	3
OTU_92	21	91	5	126	8	56	76	26	48	44	63	34	34	96	52	78	39	37
OTU_920	8	5	3	8	8	7	0	0	1	1	1	3	2	2	1	2	2	3
OTU_921	4	3	2	2	4	2	6	4	4	4	4	6	2	2	5	2	1	6
OTU_922	3	7	2	1	3	2	7	5	3	2	7	1	5	4	4	2	2	2
OTU_923	2	17	1	1	5	4	6	3	5	0	6	11	4	2	2	0	1	0
OTU_924	2	11	5	2	2	0	3	8	3	3	4	4	5	2	7	6	1	2
OTU_925	5	3	2	1	1	0	4	4	2	6	8	2	2	8	3	15	1	6
OTU_926	7	2	2	1	5	2	1	4	3	0	1	0	1	1	23	1	3	3
OTU_927	3	1	2	0	2	1	1	1	0	0	3	2	2	1	1	45	1	6
OTU_928	7	4	25	0	0	0	2	0	1	0	1	2	2	2	0	1	5	0
OTU_93	6	8	59	54	48	27	30	70	23	21	68	46	44	33	27	40	177	180
OTU_930	2	0	1	0	0	15	4	4	3	2	2	8	1	0	3	2	9	1
OTU_931	0	1	9	2	6	0	3	3	2	24	0	1	3	5	2	0	3	1
OTU_932	1	0	0	0	0	3	0	3	0	5	54	2	1	0	0	15	11	1
OTU_933	5	3	5	3	1	7	3	2	11	3	1	1	2	3	2	3	1	0
OTU_934	5	8	5	4	4	6	2	4	4	3	1	3	2	2	5	6	3	2
OTU_935	3	0	2	0	1	7	3	2	1	3	4	10	2	5	2	3	5	7
OTU_936	6	0	2	2	1	2	5	3	3	1	6	4	2	5	2	2	3	2
OTU_937	5	4	6	3	1	2	5	4	3	1	1	8	4	3	7	4	5	4
OTU_938	4	5	5	4	4	6	11	8	4	2	3	12	6	4	6	8	2	4
OTU_94	60	29	46	39	353	38	84	110	37	33	41	25	59	41	92	49	58	58
OTU_940	9	3	3	2	4	6	3	7	5	5	1	4	4	0	6	2	4	4
OTU_941	3	6	1	2	0	1	6	6	5	7	3	4	5	0	2	4	1	6
OTU_942	15	11	5	7	5	6	14	11	10	15	9	22	5	8	9	10	5	10
OTU_943	10	3	4	2	2	2	0	1	4	3	2	3	14	0	4	4	1	5
OTU_944	4	1	7	0	0	1	4	2	5	1	3	4	2	4	2	2	4	6
OTU_945	2	2	1	50	0	7	1	1	1	1	2	1	1	0	3	2	0	1
OTU_946	3	2	1	2	2	4	5	5	1	3	9	5	2	8	2	2	0	3
OTU_947	2	3	3	2	4	1	3	6	1	3	6	1	9	3	2	6	5	6
OTU_948	5	3	1	1	2	2	6	6	4	8	3	4	2	2	8	1	2	2
OTU_949	4	1	4	2	8	5	3	3	1	5	2	1	1	2	2	3	2	3
OTU_951	1	2	0	0	0	1	6	14	4	2	5	4	3	5	4	2	3	5
OTU_952	0	1	2	2	1	4	4	4	5	3	9	8	6	8	11	6	4	4
OTU_953	0	0	0	14	0	31	3	3	0	0	2	3	0	1	3	1	1	2
OTU_954	5	3	0	3	2	5	4	2	8	2	5	4	3	5	4	2	1	2
OTU_955	2	6	2	1	0	4	4	4	1	5	0	2	4	3	4	1	6	6
OTU_956	9	10	18	9	12	17	8	4	8	5	11	15	5	5	4	9	9	6
OTU_957	4	3	2	0	1	2	4	4	3	6	0	3	2	0	7	2	4	8
OTU_958	5	1	0	0	0	0	7	3	3	1	7	2	9	3	12	2	4	3
OTU_959	3	9	9	5	1	4	4	11	6	4	3	5	5	4	6	2	5	4
OTU_96	54	43	106	85	104	63	34	30	39	41	51	31	24	40	27	43	41	46
OTU_960	11	5	5	1	0	6	13	2	3	4	1	2	2	4	2	2	2	1
OTU_961	9	2	12	4	7	2	0	3	0	0	3	0	1	0	7	2	2	2
OTU_962	43	32	42	22	27	48	45	116	148	81	49	26	36	37	44	49	17	32
OTU_963	5	7	1	6	5	6	8	5	4	5	3	8	2	5	4	3	4	2
OTU_965	1	6	6	2	0	7	3	4	2	5	1	4	2	1	2	4	0	2
OTU_966	1	4	0	2	2	2	1	5	6	5	5	4	2	0	1	3	10	3
OTU_967	2	3	3	2	2	3	6	4	3	3	3	4	3	3	2	4	5	8
OTU_968	3	2	0	1	2	1	0	4	2	77	0	5	2	0	6	1	0	2
OTU_969	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	10
OTU_97	60	19	72	26	145	55	49	19	38	31	41	25	45	90	21	34	50	56
OTU_970	3	1	1	0	0	1	13	6	6	5	2	5	4	8	4	2	2	5
OTU_971	39	38	49	37	21	37	25	29	52	31	25	17	56	28	29	29	50	56
OTU_972	2	3	4	2	2	4	4	2	3	4	1	8	5	2	5	2	5	2
OTU_974	2	2	5	2	1	0	5	4	2	2	6	4	2	2	5	2	3	7
OTU_975	5	6	0	0	32	3	3	0	0	4	1	1	1	0	1	1	0	1
OTU_976	6	1	2	4	2	4	3	3	3	4	8	7	9	2	2	6	4	2
OTU_977	3	3	5	1	2	1	7	6	4	7	10	4	5	5	6	4	5	2
OTU_978	5	0	1	1	2	0	4	25	2	5	0	7	1	1	1	4	0	0
OTU_979	14	3	8	7	2	5	3	10	7	6	3	4	5	1	4	6	2	2
OTU_980	8	1	0	0	0	1	4	3	1	1	16	11	2	0	6	3	0	2
OTU_981	1	3	5	4	1	3	3	6	6	5	5	4	4	0	2	1	4	4
OTU_982	2	1	2	0	4	4	5	4	2	5	11	14	2	3	6	4	2	0
OTU_983	2	3	2	1	7	2	3	4	5	5	3	4	1	4	4	0	4	6
OTU_984	4	3	2	0	1	0	6	2	6	9	3	5	3	3	6	6	4	5
OTU_985	7	6	8	2	4	4	3	10	2	4	2	1	2	0	3	5	1	2
OTU_986	3	6	0	4	2	6	6	4	2	5	3	6	2	3	4	6	1	2
OTU_987	5	10	0	0	0	1	5	8	0	1	1	0	3	0	14	4	0	2
OTU_988	4	3	2	3	2	6	2	2	5	3	4	4	5	3	6	4	2	4
OTU_989	2	1	1	2	0	3	2	6	2	5	5	2	2	7	3	5	5	4
OTU_99	41	23	28	63	32	71	22	18	80	71	39	24	92	75	27	46	33	35
OTU_990	4	7	5	6	0	3	4	4	3	2	4	9	6	2	2	4	4	2
OTU_991	3	0	2	2	8	0	1	0	7	3	5	1	3	2	0	6	1	3
OTU_992	1	3	2	2	0	2	3	4	4	2	1	4	6	4	3	10	5	4
OTU_993	9	3	3	4	1	3	3	4	3	7	4	7	2	3	2	6	7	1
OTU_994	3	3	3	2	7	5	0	5	3	2	2	1	6	6	0	2	5	3
OTU_996	3	3	36	6	3	7	5	2	1	2	0	1	0	2	5	3	1	0
OTU_998	1	2	0	2	1	3	18	8	5	5	9	23	7	4	8	12	4	5
OTU_999	2	4	1	3	5	2	9	1	5	2	5	3	5	1	2	1	1	6
